"gene","locus_tag","product","combined"
"nirR","NWMN_2301","nitrite reductase transcriptional regulator NirR","nirR: nitrite reductase transcriptional regulator NirR"
"2302","NWMN_2302","acetyltransferase%2C GNAT family protein","2302: acetyltransferase%2C GNAT family protein"
"2303","NWMN_2303","formate/nitrite transporter family protein","2303: formate/nitrite transporter family protein"
"2304","NWMN_2304","conserved hypothetical protein","2304: conserved hypothetical protein"
"2305","NWMN_2305","conserved hypothetical protein","2305: conserved hypothetical protein"
"s:adcA","NWMN_2306","Zn-binding lipoprotein adcA-like protein","s:adcA: Zn-binding lipoprotein adcA-like protein"
"2307","NWMN_2307","addiction module toxin Txe/YoeB family protein","2307: addiction module toxin Txe/YoeB family protein"
"dsbA","NWMN_2308","protein-disulfide isomerase","dsbA: protein-disulfide isomerase"
"2309","NWMN_2309","conserved hypothetical protein","2309: conserved hypothetical protein"
"fmhA","NWMN_2310","methicillin resistance determinant fmhA protein","fmhA: methicillin resistance determinant fmhA protein"
"p:tcyC","NWMN_2311","amino acid ABC transporter%2C ATP-binding protein","p:tcyC: amino acid ABC transporter%2C ATP-binding protein"
"p:tcyB","NWMN_2312","amino acid ABC transporter%2C permease protein","p:tcyB: amino acid ABC transporter%2C permease protein"
"p:tcyA","NWMN_2313","amino acid ABC transporter%2C amino acid-binding protein","p:tcyA: amino acid ABC transporter%2C amino acid-binding protein"
"p:mdeA","NWMN_2314","drug resistance transporter EmrB/QacA subfamily protein","p:mdeA: drug resistance transporter EmrB/QacA subfamily protein"
"gpmA","NWMN_2315","2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase","gpmA: 2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase"
"2316","NWMN_2316","cation efflux family protein","2316: cation efflux family protein"
"sbi","NWMN_2317","immunoglobulin G-binding protein Sbi","sbi: immunoglobulin G-binding protein Sbi"
"hlgA","NWMN_2318","gamma-hemolysin component A","hlgA: gamma-hemolysin component A"
"hlgC","NWMN_2319","gamma-hemolysin component C","hlgC: gamma-hemolysin component C"
"hlgB","NWMN_2320","gamma hemolysin%2C component B","hlgB: gamma hemolysin%2C component B"
"bioX","NWMN_2321","biotin biosynthesis-related protein","bioX: biotin biosynthesis-related protein"
"bioW","NWMN_2322","6-carboxyhexanoate-CoA ligase","bioW: 6-carboxyhexanoate-CoA ligase"
"bioF","NWMN_2323","8-amino-7-oxononanoate synthase","bioF: 8-amino-7-oxononanoate synthase"
"bioB","NWMN_2324","biotin synthase","bioB: biotin synthase"
"bioA","NWMN_2325","adenosylmethionine-8-amino-7-oxononanoate aminotransferase","bioA: adenosylmethionine-8-amino-7-oxononanoate aminotransferase"
"bioD","NWMN_2326","dethiobiotin synthase","bioD: dethiobiotin synthase"
"2327","NWMN_2327","ABC transporter ATP-binding protein","2327: ABC transporter ATP-binding protein"
"2328","NWMN_2328","ABC transporter ATP-binding protein","2328: ABC transporter ATP-binding protein"
"2329","NWMN_2329","conserved hypothetical protein","2329: conserved hypothetical protein"
"2330","NWMN_2330","conserved hypothetical protein","2330: conserved hypothetical protein"
"2331","NWMN_2331","glycerate kinase","2331: glycerate kinase"
"2332","NWMN_2332","conserved hypothetical protein","2332: conserved hypothetical protein"
"2333","NWMN_2333","drug resistance transporter Bcr/CflA subfamily protein","2333: drug resistance transporter Bcr/CflA subfamily protein"
"2334","NWMN_2334","conserved hypothetical protein","2334: conserved hypothetical protein"
"2335","NWMN_2335","conserved hypothetical protein","2335: conserved hypothetical protein"
"2336","NWMN_2336","metallophosphoesterase","2336: metallophosphoesterase"
"2337","NWMN_2337","amino acid permease","2337: amino acid permease"
"2338","NWMN_2338","Na+/H+ antiporter family protein","2338: Na+/H+ antiporter family protein"
"p:kimA","NWMN_2339","conserved hypothetical protein","p:kimA: conserved hypothetical protein"
"p:flp","NWMN_2340","fmtA-like beta-lactam resistance protein","p:flp: fmtA-like beta-lactam resistance protein"
"2341","NWMN_2341","NAD dependent epimerase/dehydratase family protein","2341: NAD dependent epimerase/dehydratase family protein"
"apbA","NWMN_2342","2-dehydropantoate 2-reductase","apbA: 2-dehydropantoate 2-reductase"
"2343","NWMN_2343","integral membrane efflux protein","2343: integral membrane efflux protein"
"opuCD","NWMN_2344","glycine betaine/carnitine/choline transport system permease protein","opuCD: glycine betaine/carnitine/choline transport system permease protein"
"opuCC","NWMN_2345","glycine betaine/carnitine/choline ABC transporter","opuCC: glycine betaine/carnitine/choline ABC transporter"
"opuCB","NWMN_2346","amino acid ABC transporter%2C permease protein","opuCB: amino acid ABC transporter%2C permease protein"
"opuCA","NWMN_2347","glycine betaine/L-proline transport ATP-binding subunit","opuCA: glycine betaine/L-proline transport ATP-binding subunit"
"2348","NWMN_2348","conserved hypothetical protein","2348: conserved hypothetical protein"
"p:aimA","NWMN_2349","conserved hypothetical protein","p:aimA: conserved hypothetical protein"
"p:pnbA","NWMN_2350","para-nitrobenzyl esterase chain A","p:pnbA: para-nitrobenzyl esterase chain A"
"2351","NWMN_2351","general substrate transporter involved in chloramphenicol resistance","2351: general substrate transporter involved in chloramphenicol resistance"
"s:fetB","NWMN_2352","conserved hypothetical protein","s:fetB: conserved hypothetical protein"
"2353","NWMN_2353","ABC transporter%2C ATP-binding protein","2353: ABC transporter%2C ATP-binding protein"
"2354","NWMN_2354","glutamyl-aminopeptidase","2354: glutamyl-aminopeptidase"
"stbD","NWMN_2355","prevent-host-death protein","stbD: prevent-host-death protein"
"2356","NWMN_2356","conserved hypothetical protein","2356: conserved hypothetical protein"
"2357","NWMN_2357","ferredoxin-dependent glutamate synthase","2357: ferredoxin-dependent glutamate synthase"
"p:lnsB","NWMN_2358","conserved hypothetical protein","p:lnsB: conserved hypothetical protein"
"p:cntE","NWMN_2359","conserved hypothetical protein","p:cntE: conserved hypothetical protein"
"opp1F","NWMN_2360","peptide ABC transporter%2C ATP-binding protein","opp1F: peptide ABC transporter%2C ATP-binding protein"
"opp1D","NWMN_2361","peptide ABC transporter%2C ATP-binding protein","opp1D: peptide ABC transporter%2C ATP-binding protein"
"opp1C","NWMN_2362","oligopeptide transporter putative membrane permease","opp1C: oligopeptide transporter putative membrane permease"
"opp1B","NWMN_2363","oligopeptide transporter putative membrane permease","opp1B: oligopeptide transporter putative membrane permease"
"opp1A","NWMN_2364","oligopeptide permease%2C peptide-binding protein","opp1A: oligopeptide permease%2C peptide-binding protein"
"p:cntM","NWMN_2365","conserved hypothetical protein","p:cntM: conserved hypothetical protein"
"p:cntL","NWMN_2366","conserved hypothetical protein","p:cntL: conserved hypothetical protein"
"p:cntK","NWMN_2367","conserved hypothetical protein","p:cntK: conserved hypothetical protein"
"2368","NWMN_2368","conserved hypothetical protein","2368: conserved hypothetical protein"
"2369","NWMN_2369","short chain dehydrogenase","2369: short chain dehydrogenase"
"2370","NWMN_2370","conserved hypothetical protein","2370: conserved hypothetical protein"
"2371","NWMN_2371","alkylhydroperoxidase AhpD family protein","2371: alkylhydroperoxidase AhpD family protein"
"2372","NWMN_2372","conserved hypothetical protein","2372: conserved hypothetical protein"
"2373","NWMN_2373","conserved hypothetical protein","2373: conserved hypothetical protein"
"2374","NWMN_2374","conserved hypothetical protein","2374: conserved hypothetical protein"
"2375","NWMN_2375","NAD-dependent epimerase/dehydratase","2375: NAD-dependent epimerase/dehydratase"
"2376","NWMN_2376","conserved hypothetical protein","2376: conserved hypothetical protein"
"2377","NWMN_2377","conserved hypothetical protein","2377: conserved hypothetical protein"
"2378","NWMN_2378","conserved hypothetical protein","2378: conserved hypothetical protein"
"2379","NWMN_2379","conserved hypothetical protein","2379: conserved hypothetical protein"
"2380","NWMN_2380","conserved hypothetical protein","2380: conserved hypothetical protein"
"2381","NWMN_2381","conserved hypothetical protein","2381: conserved hypothetical protein"
"2382","NWMN_2382","conserved hypothetical protein","2382: conserved hypothetical protein"
"2383","NWMN_2383","conserved hypothetical protein","2383: conserved hypothetical protein"
"2384","NWMN_2384","conserved hypothetical protein","2384: conserved hypothetical protein"
"2385","NWMN_2385","conserved hypothetical protein","2385: conserved hypothetical protein"
"2386","NWMN_2386","conserved hypothetical protein","2386: conserved hypothetical protein"
"2387","NWMN_2387","hydrolase","2387: hydrolase"
"p:pgcA","NWMN_2388","phosphoglucomutase/phosphomannomutase family protein","p:pgcA: phosphoglucomutase/phosphomannomutase family protein"
"2389","NWMN_2389","conserved hypothetical protein","2389: conserved hypothetical protein"
"2390","NWMN_2390","conserved hypothetical protein","2390: conserved hypothetical protein"
"2391","NWMN_2391","conserved hypothetical protein","2391: conserved hypothetical protein"
"p:sasG","NWMN_2392","conserved hypothetical protein","p:sasG: conserved hypothetical protein"
"sarT","NWMN_2393","staphylococcal accessory regulator T","sarT: staphylococcal accessory regulator T"
"sarU","NWMN_2394","staphylococcal accessory regulator U","sarU: staphylococcal accessory regulator U"
"gtaB","NWMN_2395","UTP-glucose-1-phosphate uridyltransferase","gtaB: UTP-glucose-1-phosphate uridyltransferase"
"p:fnbA_1","NWMN_2396","C-terminal part of fibronectin binding protein B","p:fnbA_1: C-terminal part of fibronectin binding protein B"
"fnbB","NWMN_2397","fibronectin binding protein B precursor","fnbB: fibronectin binding protein B precursor"
"2398","NWMN_2398","C-terminal part of fibronectin binding protein A","2398: C-terminal part of fibronectin binding protein A"
"fnbA","NWMN_2399","fibronectin binding protein A precursor","fnbA: fibronectin binding protein A precursor"
"2400","NWMN_2400","conserved hypothetical protein","2400: conserved hypothetical protein"
"gntP","NWMN_2401","gluconate permease","gntP: gluconate permease"
"gntK","NWMN_2402","gluconate kinase","gntK: gluconate kinase"
"gntR","NWMN_2403","gluconate operon transcriptional repressor","gntR: gluconate operon transcriptional repressor"
"2404","NWMN_2404","transcriptional regulator MerR family protein","2404: transcriptional regulator MerR family protein"
"p:relP","NWMN_2405","conserved hypothetical protein","p:relP: conserved hypothetical protein"
"2406","NWMN_2406","conserved hypothetical protein","2406: conserved hypothetical protein"
"2407","NWMN_2407","conserved hypothetical protein","2407: conserved hypothetical protein"
"2408","NWMN_2408","conserved hypothetical protein","2408: conserved hypothetical protein"
"2409","NWMN_2409","DedA family protein","2409: DedA family protein"
"2410","NWMN_2410","multidrug resistance transporter protein","2410: multidrug resistance transporter protein"
"2411","NWMN_2411","transcriptional regulator MarR family protein","2411: transcriptional regulator MarR family protein"
"2412","NWMN_2412","ABC transporter%2C ATP-binding protein","2412: ABC transporter%2C ATP-binding protein"
"2413","NWMN_2413","conserved hypothetical protein","2413: conserved hypothetical protein"
"fbp","NWMN_2414","fructose-1%2C6-bisphosphatase","fbp: fructose-1%2C6-bisphosphatase"
"2415","NWMN_2415","conserved hypothetical protein","2415: conserved hypothetical protein"
"p:mhqD","NWMN_2416","phospholipase/carboxylesterase family protein","p:mhqD: phospholipase/carboxylesterase family protein"
"p:mhqE","NWMN_2417","conserved hypothetical protein","p:mhqE: conserved hypothetical protein"
"p:mhqR","NWMN_2418","MarR family regulatory protein","p:mhqR: MarR family regulatory protein"
"2419","NWMN_2419","acetyltransferase%2C GNAT family protein","2419: acetyltransferase%2C GNAT family protein"
"2420","NWMN_2420","bleomycin resistance protein","2420: bleomycin resistance protein"
"p:frp","NWMN_2421","NAD(P)H-flavin oxidoreductase","p:frp: NAD(P)H-flavin oxidoreductase"
"p:ddh","NWMN_2422","D-isomer specific 2-hydroxyacid dehydrogenase family protein","p:ddh: D-isomer specific 2-hydroxyacid dehydrogenase family protein"
"2423","NWMN_2423","hydrolase","2423: hydrolase"
"2424","NWMN_2424","ABC transporter%2C ATP-binding protein","2424: ABC transporter%2C ATP-binding protein"
"2425","NWMN_2425","conserved hypothetical protein","2425: conserved hypothetical protein"
"srtA","NWMN_2426","sortase A%2C peptide LPXTG peptidoglycan transferase","srtA: sortase A%2C peptide LPXTG peptidoglycan transferase"
"2427","NWMN_2427","acetyltransferase%2C GNAT family protein","2427: acetyltransferase%2C GNAT family protein"
"2428","NWMN_2428","conserved hypothetical protein","2428: conserved hypothetical protein"
"sdhA.2","NWMN_2429","L-serine dehydratase%2C iron-sulfur-dependent%2C alpha subunit","sdhA.2: L-serine dehydratase%2C iron-sulfur-dependent%2C alpha subunit"
"sdhB.2","NWMN_2430","L-serine dehydratase%2C iron-sulfur-dependent%2C beta subunit","sdhB.2: L-serine dehydratase%2C iron-sulfur-dependent%2C beta subunit"
"2431","NWMN_2431","conserved hypothetical protein","2431: conserved hypothetical protein"
"2432","NWMN_2432","conserved hypothetical protein","2432: conserved hypothetical protein"
"2433","NWMN_2433","conserved hypothetical protein","2433: conserved hypothetical protein"
"2434","NWMN_2434","conserved hypothetical protein","2434: conserved hypothetical protein"
"2435","NWMN_2435","conserved hypothetical protein","2435: conserved hypothetical protein"
"2436","NWMN_2436","conserved hypothetical protein","2436: conserved hypothetical protein"
"ptsG","NWMN_2437","PTS system%2C glucose-specific IIABC component","ptsG: PTS system%2C glucose-specific IIABC component"
"poxB","NWMN_2438","pyruvate oxidase","poxB: pyruvate oxidase"
"cidB","NWMN_2439","holin-like protein CidB","cidB: holin-like protein CidB"
"cidA","NWMN_2440","holin-like protein CidA","cidA: holin-like protein CidA"
"p:cidR","NWMN_2441","transcriptional regulator LysR family protein","p:cidR: transcriptional regulator LysR family protein"
"2442","NWMN_2442","conserved hypothetical protein","2442: conserved hypothetical protein"
"2443","NWMN_2443","secretory antigen SsaA homolog","2443: secretory antigen SsaA homolog"
"2444","NWMN_2444","conserved hypothetical protein","2444: conserved hypothetical protein"
"mvaA","NWMN_2445","hydroxymethylglutaryl-CoA reductase%2C degradative","mvaA: hydroxymethylglutaryl-CoA reductase%2C degradative"
"mvaS","NWMN_2446","3-hydroxy-3-methylglutaryl coenzyme A synthase","mvaS: 3-hydroxy-3-methylglutaryl coenzyme A synthase"
"2447","NWMN_2447","methylated-DNA-protein-cysteine methyltransferase","2447: methylated-DNA-protein-cysteine methyltransferase"
"clpC.2","NWMN_2448","ATP-dependent Clp protease%2C ATP-binding subunit ClpC","clpC.2: ATP-dependent Clp protease%2C ATP-binding subunit ClpC"
"2449","NWMN_2449","conserved hypothetical protein","2449: conserved hypothetical protein"
"feoB","NWMN_2450","ferrous iron transport protein B","feoB: ferrous iron transport protein B"
"p:farE","NWMN_2451","MmpL efflux pump","p:farE: MmpL efflux pump"
"p:farR","NWMN_2452","conserved hypothetical protein","p:farR: conserved hypothetical protein"
"2453","NWMN_2453","conserved hypothetical protein","2453: conserved hypothetical protein"
"p:rocA","NWMN_2454","delta-1-pyrroline-5-carboxylate dehydrogenase","p:rocA: delta-1-pyrroline-5-carboxylate dehydrogenase"
