locus tag,new locus tag,pan locus tag,pan gene symbol,type,symbol,synonym,product,replicon,strand,start,end,gene length,essential,Gene ID,gene RefSeq,MicrobesOnline,description,protein length,theoretical pI,theoretical MW,GRAVY,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score,TheSEED,PFAM Accession,PFAM,PFAM description,PFAM clan accession,PFAM clan,PFAM HMM score,interaction partners,PSORTb,DeepLocPro,LocateP,SignalP,transmembrane helices,protein GI,UniProt,protein RefSeq,protein copies per cell,operon,pubmed
NWMN_2188,NWMN_RS12630,SAUPAN005753000,ureA,CDS,ureA,,urease subunit gamma,chromosome,+,2409977,2410279,303,unknown,5331322,YP_001333222,3707790,urease subunit gamma,100,5.99184,11273,-0.233,Metabolism,Central intermediary metabolism,Nitrogen metabolism,"urease, gamma subunit",TIGR00193,155,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Urea decomposition"" / ""Urease gamma subunit (EC 3.5.1.5)""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Urease subunits"" / ""Urease gamma subunit (EC 3.5.1.5)""",PF00547,Urease_gamma,"Urease, gamma subunit",no clan defined,no clan defined,157.8,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222400,A6QJC8,YP_001333222,,NWMN_2188 > NWMN_2189 > NWMN_2190 > NWMN_2191 > NWMN_2192 > NWMN_2193 > NWMN_2194 (MicrobesOnline),
NWMN_2189,NWMN_RS12635,SAUPAN005754000,ureB,CDS,ureB,,urease subunit beta,chromosome,+,2410293,2410703,411,unknown,5332581,YP_001333223,3707791,urease subunit beta,136,5.29359,15263.8,-0.755147,Metabolism,Central intermediary metabolism,Nitrogen metabolism,"urease, beta subunit",TIGR00192,150.2,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Urea decomposition"" / ""Urease beta subunit (EC 3.5.1.5)""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Urease subunits"" / ""Urease beta subunit (EC 3.5.1.5)""",PF00699,Urease_beta,Urease beta subunit,no clan defined,no clan defined,147,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222401,A6QJC9,YP_001333223,,NWMN_2188 > NWMN_2189 > NWMN_2190 > NWMN_2191 > NWMN_2192 > NWMN_2193 > NWMN_2194 (MicrobesOnline),
NWMN_2190,NWMN_RS12640,SAUPAN005755000,ureC,CDS,ureC,,urease subunit alpha,chromosome,+,2410700,2412415,1716,unknown,5332582,YP_001333224,3707792,urease subunit alpha,571,5.06399,61779.2,-0.226445,Metabolism,Central intermediary metabolism,Nitrogen metabolism,"urease, alpha subunit",TIGR01792,1027.6,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Urea decomposition"" / ""Urease alpha subunit (EC 3.5.1.5)""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Urease subunits"" / ""Urease alpha subunit (EC 3.5.1.5)""",PF01979,Amidohydro_1,Amidohydrolase family,CL0036,TIM_barrel,265.1,NWMN_0002; NWMN_0162; NWMN_0176; NWMN_0355; NWMN_0479; NWMN_0481; NWMN_0499; NWMN_0500; NWMN_0501; NWMN_0502; NWMN_0508; NWMN_0509; NWMN_0510; NWMN_0641; NWMN_0700; NWMN_0701; NWMN_0745; NWMN_0785; NWMN_0811; NWMN_0839; NWMN_0881; NWMN_0932; NWMN_0959; NWMN_0960; NWMN_0961; NWMN_0962; NWMN_1096; NWMN_1114; NWMN_1151; NWMN_1166; NWMN_1168; NWMN_1173; NWMN_1178; NWMN_1208; NWMN_1325; NWMN_1348; NWMN_1431; NWMN_1440; NWMN_1483; NWMN_1549; NWMN_1568; NWMN_1574; NWMN_1580; NWMN_1587; NWMN_1592; NWMN_1604; NWMN_1605; NWMN_1613; NWMN_1680; NWMN_1837; NWMN_1838; NWMN_1987; NWMN_2004; NWMN_2016; NWMN_2026; NWMN_2028; NWMN_2040; NWMN_2056; NWMN_2086; NWMN_2119; NWMN_2120; NWMN_2133; NWMN_2135; NWMN_2137; NWMN_2140; NWMN_2146; NWMN_2147; NWMN_2149; NWMN_2150; NWMN_2151; NWMN_2152; NWMN_2153; NWMN_2201; NWMN_2388; NWMN_2438; NWMN_2446; NWMN_2504; NWMN_2534,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222402,A6QJD0,YP_001333224,,NWMN_2188 > NWMN_2189 > NWMN_2190 > NWMN_2191 > NWMN_2192 > NWMN_2193 > NWMN_2194 (MicrobesOnline),21166474
NWMN_2191,NWMN_RS12645,SAUPAN005756000,ureE,CDS,ureE,,urease accessory protein UreE,chromosome,+,2412428,2412880,453,unknown,5332583,YP_001333225,3707793,urease accessory protein UreE,150,5.23592,17339.5,-0.456,Metabolism,Central intermediary metabolism,Sulfur metabolism,"sulfate adenylyltransferase, large subunit",TIGR02034,17,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Urea decomposition"" / ""Urease accessory protein UreE""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Urease subunits"" / ""Urease accessory protein UreE""",PF02814,UreE_N,"UreE urease accessory protein, N-terminal domain",no clan defined,no clan defined,62.5,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222403,A6QJD1,YP_001333225,,NWMN_2188 > NWMN_2189 > NWMN_2190 > NWMN_2191 > NWMN_2192 > NWMN_2193 > NWMN_2194 (MicrobesOnline),
NWMN_2192,NWMN_RS12650,SAUPAN005757000,ureF,CDS,ureF,,urease accessory protein UreF,chromosome,+,2412873,2413562,690,unknown,5332585,YP_001333226,3707794,urease accessory protein UreF,229,6.74155,26479.4,-0.169869,,,,,,,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Urea decomposition"" / ""Urease accessory protein UreF""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Urease subunits"" / ""Urease accessory protein UreF""",PF01730,UreF,UreF,no clan defined,no clan defined,145.6,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222404,A6QJD2,YP_001333226,,NWMN_2188 > NWMN_2189 > NWMN_2190 > NWMN_2191 > NWMN_2192 > NWMN_2193 > NWMN_2194 (MicrobesOnline),
NWMN_2193,NWMN_RS12655,SAUPAN005758000,ureG,CDS,ureG,,urease accessory protein UreG,chromosome,+,2413575,2414189,615,unknown,5332586,YP_001333227,3707795,urease accessory protein UreG,204,4.4618,22344.4,-0.115196,Metabolism,Central intermediary metabolism,Nitrogen metabolism,urease accessory protein UreG,TIGR00101,313,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Urea decomposition"" / ""Urease accessory protein UreG""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Urease subunits"" / ""Urease accessory protein UreG""",PF02492,cobW,"CobW/HypB/UreG, nucleotide-binding domain",CL0023,P-loop_NTPase,144.2,NWMN_0162; NWMN_0475; NWMN_0501; NWMN_0509; NWMN_0510; NWMN_0641; NWMN_0811; NWMN_0839; NWMN_0881; NWMN_0932; NWMN_0959; NWMN_0961; NWMN_0962; NWMN_1096; NWMN_1151; NWMN_1166; NWMN_1330; NWMN_1592; NWMN_1604; NWMN_1838; NWMN_2016; NWMN_2040; NWMN_2086; NWMN_2119; NWMN_2135; NWMN_2137; NWMN_2147; NWMN_2149; NWMN_2206; NWMN_2438; NWMN_2446; NWMN_2504; NWMN_2534,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222405,A6QJD3,YP_001333227,,NWMN_2188 > NWMN_2189 > NWMN_2190 > NWMN_2191 > NWMN_2192 > NWMN_2193 > NWMN_2194 (MicrobesOnline),21166474
NWMN_2194,NWMN_RS12660,SAUPAN005759000,ureD,CDS,ureD,,urease accessory protein UreD,chromosome,+,2414189,2415025,837,unknown,5332587,YP_001333228,3707796,urease accessory protein UreD,278,5.13932,32437.1,-0.402158,,,,,,,"Amino Acids and Derivatives / ""Arginine; urea cycle, polyamines"" / ""Urea decomposition"" / ""Urease accessory protein UreD""; ""Amino Acids and Derivatives"" / ""Arginine; urea cycle, polyamines"" / ""Urease subunits"" / ""Urease accessory protein UreD""",PF01774,UreD,UreD urease accessory protein,no clan defined,no clan defined,176.6,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222406,A6QJD4,YP_001333228,,NWMN_2188 > NWMN_2189 > NWMN_2190 > NWMN_2191 > NWMN_2192 > NWMN_2193 > NWMN_2194 (MicrobesOnline),
NWMN_2195,NWMN_RS12665,SAUPAN005760000,sarR,CDS,sarR,,accessory regulator R,chromosome,-,2415214,2415561,348,unknown,5332584,YP_001333229,3707797,accessory regulator R,115,9.86544,13668.7,-0.623478,Signal transduction,Regulatory functions,DNA interactions,staphylococcal accessory regulator family,TIGR01889,104.4,,PF22381,Staph_reg_Sar_Rot,Transcriptional regulator SarA/Rot,CL0123,HTH,80.8,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222407,A0A0H3KA10,YP_001333229,,no polycistronic organisation predicted,
NWMN_2196,NWMN_RS12675,SAUPAN005762000,-,CDS,NWMN_2196,,hypothetical protein,chromosome,-,2415989,2416315,327,unknown,5332436,YP_001333230,3707798,hypothetical protein,108,4.26909,12534.2,-0.257407,,,,,,,,PF14470,bPH_3,Bacterial PH domain,CL0266,PH,30.6,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222408,A0A0H3KIA8,YP_001333230,,NWMN_2196 < NWMN_2197 < NWMN_2198 (MicrobesOnline),
NWMN_2197,NWMN_RS12680,SAUPAN005763000,sarY,CDS,sarY,,hypothetical protein,chromosome,-,2416379,2417122,744,unknown,5331323,YP_001333231,3707799,hypothetical protein,247,9.58575,29143.2,-0.184211,Signal transduction,Regulatory functions,DNA interactions,staphylococcal accessory regulator family,TIGR01889,198.4,,PF22381,Staph_reg_Sar_Rot,Transcriptional regulator SarA/Rot,CL0123,HTH,58.8,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222409,A0A0H3KA08,YP_001333231,,NWMN_2196 < NWMN_2197 < NWMN_2198 (MicrobesOnline),21725011
NWMN_2198,NWMN_RS12685,SAUPAN005764000,-,CDS,NWMN_2198,,transcriptional regulator AraC family protein,chromosome,-,2417148,2419103,1956,unknown,5332440,YP_001333232,3707800,transcriptional regulator AraC family protein,651,8.28527,76005.3,-0.224578,,,,YSIRK-targeted surface antigen transcriptional regulator,TIGR04094,38.1,,PF12833,HTH_18,Helix-turn-helix domain,CL0123,HTH,50,,no significant prediction,Cytoplasmic Membrane,Intracellular,no predicted signal peptide,0,151222410,A0A0H3KA05,YP_001333232,,NWMN_2196 < NWMN_2197 < NWMN_2198 (MicrobesOnline),21725011
NWMN_2199,NWMN_RS12690,SAUPAN005767000,ssaA,CDS,NWMN_2199,,secretory antigen precursor SsaA,chromosome,+,2419713,2420516,804,unknown,5331324,YP_001333233,3707801,secretory antigen precursor SsaA,267,9.09862,29327,-0.846816,,,,,,,,PF05257,CHAP,CHAP domain,CL0125,Peptidase_CA,76.9,,Extracellular,Extracellular,Secretory(released) (with CS),signal peptide predicted,0,151222411,A0A0H3KEG7,YP_001333233,,no polycistronic organisation predicted,
NWMN_2200,NWMN_RS12700,SAUPAN005769000,nhaC,CDS,nhaC,,Na+/H+ antiporter NhaC,chromosome,-,2420949,2422349,1401,unknown,5331325,YP_001333234,3707802,Na+/H+ antiporter NhaC,466,8.38218,50436.9,0.886266,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,Na+/H+ antiporter NhaC,TIGR00931,434.4,,PF03553,Na_H_antiporter,Na+/H+ antiporter family,CL0182,IT,261.9,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,10,151222412,A0A0H3KA12,YP_001333234,,NWMN_2200 < NWMN_2201 (MicrobesOnline),
NWMN_2201,NWMN_RS12705,SAUPAN005770000,-,CDS,NWMN_2201,,dehydrogenase family protein,chromosome,-,2422444,2423526,1083,unknown,5332202,YP_001333235,3707803,dehydrogenase family protein,360,4.56718,40741.8,-0.2325,,,,"9,9'-di-cis-zeta-carotene desaturase",TIGR02732,17.6,,PF02317,Octopine_DH,"NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain",CL0106,6PGD_C,144.3,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222413,A0A0H3KID5,YP_001333235,,NWMN_2200 < NWMN_2201 (MicrobesOnline),21725011
NWMN_2202,NWMN_RS12710,SAUPAN005771000,-,CDS,NWMN_2202,,hypothetical protein,chromosome,+,2423774,2424196,423,unknown,5331326,YP_001333236,3707804,hypothetical protein,140,5.78375,16052.1,0.930714,,,,,,,,PF09685,DUF4870,Domain of unknown function (DUF4870) ,no clan defined,no clan defined,86.6,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,3,151222414,A0A0H3KA25,YP_001333236,,no polycistronic organisation predicted,
NWMN_2203,NWMN_RS12715,SAUPAN005772000,-,CDS,NWMN_2203,,secretory antigen precursor SsaA,chromosome,+,2424433,2424933,501,unknown,5331327,YP_001333237,3707805,secretory antigen precursor SsaA,166,6.21564,17398.7,-0.351205,Cell structure,Cell envelope,Surface structures,pilus (MSHA type) biogenesis protein MshL,TIGR02519,5.4,,PF05257,CHAP,CHAP domain,CL0125,Peptidase_CA,78.7,,Extracellular,Extracellular,Secretory(released) (with CS),signal peptide predicted,0,151222415,A0A0H3KA20,YP_001333237,,no polycistronic organisation predicted,
NWMN_2204,NWMN_RS12720,SAUPAN005774000,-,CDS,NWMN_2204,,hypothetical protein,chromosome,+,2425029,2425238,210,unknown,5331328,YP_001333238,3707806,hypothetical protein,69,10.1497,8084.52,0.453623,,,,,,,,,,,,,,,Cytoplasmic Membrane,Cytoplasmic,N-terminally anchored (No CS),no predicted signal peptide,1,151222416,A0A0H3KEM2,YP_001333238,,no polycistronic organisation predicted,
NWMN_2205,NWMN_RS12725,SAUPAN005775000,-,CDS,NWMN_2205,,D-isomer specific 2-hydroxyacid dehydrogenase family protein,chromosome,+,2425295,2426248,954,unknown,5331329,YP_001333239,3707807,D-isomer specific 2-hydroxyacid dehydrogenase family protein,317,4.91492,34674.3,-0.127445,Metabolism,Amino acid biosynthesis,Serine family,phosphoglycerate dehydrogenase,TIGR01327,268,"Carbohydrates / ""Central carbohydrate metabolism"" / ""Glycolate, glyoxylate interconversions"" / ""Glyoxylate reductase (EC 1.1.1.26)""; ""Carbohydrates"" / ""Central carbohydrate metabolism"" / ""Glycolate, glyoxylate interconversions"" / ""Glyoxylate reductase (EC 1.1.1.79)""; ""Carbohydrates"" / ""Central carbohydrate metabolism"" / ""Glycolate, glyoxylate interconversions"" / ""Hydroxypyruvate reductase (EC 1.1.1.81)""; ""Carbohydrates"" / ""Organic acids"" / ""Glycerate metabolism"" / ""Hydroxypyruvate reductase (EC 1.1.1.81)""",PF02826,2-Hacid_dh_C,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",CL0063,NADP_Rossmann,202.5,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222417,A0A0H3KA24,YP_001333239,,no polycistronic organisation predicted,
NWMN_2206,NWMN_RS12730,SAUPAN005778000,-,CDS,NWMN_2206,,hypothetical protein,chromosome,-,2426340,2427464,1125,unknown,5331330,YP_001333240,3707808,hypothetical protein,374,9.81248,41890,-0.317914,,,,salicylate 1-monooxygenase,TIGR03219,117.7,"Metabolism of Aromatic Compounds / ""Metabolism of Aromatic Compounds - no subcategory"" / ""Gentisate degradation"" / ""Salicylate hydroxylase (EC 1.14.13.1)""; ""Metabolism of Aromatic Compounds"" / ""Metabolism of central aromatic intermediates"" / ""Salicylate and gentisate catabolism"" / ""Salicylate hydroxylase (EC 1.14.13.1)""; ""Metabolism of Aromatic Compounds"" / ""Peripheral pathways for catabolism of aromatic compounds"" / ""Salicylate ester degradation"" / ""Salicylate hydroxylase (EC 1.14.13.1)""",PF01494,FAD_binding_3,FAD binding domain,CL0063,NADP_Rossmann,81.4,NWMN_0002; NWMN_0017; NWMN_0055; NWMN_0162; NWMN_0176; NWMN_0249; NWMN_0357; NWMN_0372; NWMN_0380; NWMN_0464; NWMN_0475; NWMN_0479; NWMN_0481; NWMN_0499; NWMN_0500; NWMN_0501; NWMN_0502; NWMN_0505; NWMN_0508; NWMN_0509; NWMN_0510; NWMN_0533; NWMN_0551; NWMN_0601; NWMN_0641; NWMN_0736; NWMN_0741; NWMN_0742; NWMN_0745; NWMN_0811; NWMN_0828; NWMN_0833; NWMN_0839; NWMN_0881; NWMN_0956; NWMN_0959; NWMN_0960; NWMN_0961; NWMN_0962; NWMN_1057; NWMN_1096; NWMN_1128; NWMN_1148; NWMN_1151; NWMN_1155; NWMN_1156; NWMN_1166; NWMN_1167; NWMN_1178; NWMN_1182; NWMN_1183; NWMN_1184; NWMN_1217; NWMN_1254; NWMN_1263; NWMN_1325; NWMN_1326; NWMN_1365; NWMN_1382; NWMN_1385; NWMN_1401; NWMN_1468; NWMN_1483; NWMN_1547; NWMN_1549; NWMN_1569; NWMN_1572; NWMN_1574; NWMN_1580; NWMN_1587; NWMN_1592; NWMN_1593; NWMN_1600; NWMN_1604; NWMN_1613; NWMN_1621; NWMN_1625; NWMN_1644; NWMN_1831; NWMN_1837; NWMN_1838; NWMN_1937; NWMN_2016; NWMN_2024; NWMN_2028; NWMN_2029; NWMN_2040; NWMN_2042; NWMN_2056; NWMN_2086; NWMN_2119; NWMN_2120; NWMN_2125; NWMN_2126; NWMN_2127; NWMN_2128; NWMN_2133; NWMN_2135; NWMN_2136; NWMN_2137; NWMN_2138; NWMN_2140; NWMN_2141; NWMN_2143; NWMN_2144; NWMN_2146; NWMN_2147; NWMN_2148; NWMN_2149; NWMN_2150; NWMN_2151; NWMN_2152; NWMN_2153; NWMN_2163; NWMN_2315; NWMN_2454; NWMN_2499; NWMN_2503; NWMN_2504; NWMN_2534,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222418,A0A0H3KID8,YP_001333240,,no polycistronic organisation predicted,21166474
NWMN_2207,NWMN_RS12735,SAUPAN005782000,-,CDS,NWMN_2207,,N-acetylmuramoyl-L-alanine amidase,chromosome,-,2427775,2428551,777,unknown,5331331,YP_001333241,3707809,N-acetylmuramoyl-L-alanine amidase,258,9.60613,29671.8,-0.555039,,,,,,,"Cell Wall and Capsule / ""Cell Wall and Capsule - no subcategory"" / ""Murein Hydrolases"" / ""N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)""; ""Cell Wall and Capsule"" / ""Cell Wall and Capsule - no subcategory"" / ""Recycling of Peptidoglycan Amino Acids"" / ""N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)""; ""Regulation and Cell signaling"" / ""Quorum sensing and biofilm formation"" / ""Biofilm formation in Staphylococcus"" / ""Bifunctional autolysin Atl""; ""Virulence, Disease and Defense"" / ""Adhesion"" / ""Adhesins in Staphylococcus"" / ""Bifunctional autolysin Atl""",PF01832,Glucosaminidase,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,CL0037,Lysozyme,65.9,,Extracellular,Cytoplasmic Membrane,N-terminally anchored (No CS),no predicted signal peptide,1,151222419,A0A0H3KA30,YP_001333241,,NWMN_2207 < NWMN_2208 (MicrobesOnline),
NWMN_2208,,SAUPAN005783000,-,CDS,NWMN_2208,,hypothetical protein,chromosome,-,2428573,2428650,78,unknown,5331332,YP_001333242,3707810,hypothetical protein,25,10.2476,2765.5,2.116,,,,,,,,PF22282,CydS,CydS-like protein ,no clan defined,no clan defined,14.5,,Cytoplasmic Membrane,Cytoplasmic Membrane,N-terminally anchored (No CS),no predicted signal peptide,1,151222420,A0A0H3KA21,YP_001333242,,NWMN_2207 < NWMN_2208 (MicrobesOnline),
NWMN_2209,NWMN_RS12745,SAUPAN005785000,-,CDS,NWMN_2209,,hypothetical protein,chromosome,-,2429034,2429507,474,unknown,5331333,YP_001333243,3707811,hypothetical protein,157,9.49505,17478.2,-0.158599,,,,,,,"Respiration / ""Respiration - no subcategory"" / ""Formate hydrogenase"" / ""Hypothetical protein YrhD""",PF07849,DUF1641,Protein of unknown function (DUF1641),no clan defined,no clan defined,43.9,,no significant prediction,Cytoplasmic Membrane,Intracellular,no predicted signal peptide,0,151222421,A0A0H3KEM7,YP_001333243,,NWMN_2209 < NWMN_2210 (MicrobesOnline),15205410
NWMN_2210,NWMN_RS12750,SAUPAN005786000,fdhA,CDS,NWMN_2210,,formate dehydrogenase-like protein,chromosome,-,2429507,2432461,2955,unknown,5331334,YP_001333244,3707812,formate dehydrogenase-like protein,984,4.75761,111243,-0.523679,,,,"formate dehydrogenase, alpha subunit",TIGR01591,803.3,"Respiration / ""Respiration - no subcategory"" / ""Formate hydrogenase"" / ""Formate dehydrogenase related protein""",PF00384,Molybdopterin,Molybdopterin oxidoreductase,no clan defined,no clan defined,237.7,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222422,A0A0H3KA29,YP_001333244,,NWMN_2209 < NWMN_2210 (MicrobesOnline),15205410
NWMN_2211,NWMN_RS12755,SAUPAN005788000,-,CDS,NWMN_2211,,cell envelope-related transcriptional attenuator,chromosome,-,2433063,2434010,948,unknown,5331335,YP_001333245,3707813,cell envelope-related transcriptional attenuator,315,9.70036,34737.3,-0.40381,Signal transduction,Regulatory functions,Other,cell envelope-related function transcriptional attenuator common domain,TIGR00350,149.3,"Regulation and Cell signaling / ""Regulation and Cell signaling - no subcategory"" / ""Cell envelope-associated LytR-CpsA-Psr transcriptional attenuators"" / ""Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr, subfamily F2 (as in PMID19099556)""",PF03816,LytR_cpsA_psr,LytR_cpsA_psr family,no clan defined,no clan defined,175,,Cytoplasmic Membrane,Cytoplasmic Membrane,N-terminally anchored (No CS),no predicted signal peptide,1,151222423,A0A0H3KIE3,YP_001333245,,no polycistronic organisation predicted,
NWMN_2212,NWMN_RS12760,SAUPAN005789000,-,CDS,NWMN_2212,,inositol monophosphatase family protein,chromosome,-,2434143,2434940,798,unknown,5331336,YP_001333246,3707814,inositol monophosphatase family protein,265,6.30614,30384.9,-0.264906,Metabolism,Amino acid biosynthesis,Histidine family,histidinol-phosphatase,TIGR02067,89.8,,PF00459,Inositol_P,Inositol monophosphatase family,CL0171,Phospoesterase,134.5,,Cytoplasmic,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222424,A0A0H3KA34,YP_001333246,,no polycistronic organisation predicted,15205410
NWMN_2213,NWMN_RS12765,SAUPAN005790000,-,CDS,NWMN_2213,,DeoR family regulatory protein,chromosome,+,2435325,2436017,693,unknown,5331337,YP_001333247,3707815,DeoR family regulatory protein,230,7.17682,26618.5,-0.268261,,Unknown function,General,Rrf2 family protein,TIGR00738,17.7,,PF08279,HTH_11,HTH domain,CL0123,HTH,48.3,,Cytoplasmic Membrane,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222425,A0A0H3KA23,YP_001333247,,no polycistronic organisation predicted,
NWMN_2214,NWMN_RS12770,SAUPAN005791000,-,CDS,NWMN_2214,,putative transposase,chromosome,+,2436373,2436687,315,unknown,5331338,YP_001333248,3707816,putative transposase,104,10.4432,12584.6,-0.400962,,,,,,,,PF05598,DUF772,Transposase domain (DUF772),no clan defined,no clan defined,39.1,,no significant prediction,Cytoplasmic,Intracellular,no predicted signal peptide,0,151222426,A0A0H3KEN2,YP_001333248,,no polycistronic organisation predicted,
NWMN_2215,NWMN_RS12775,SAUPAN005792000,spdB,CDS,NWMN_2215,sdpB,hypothetical protein,chromosome,-,2436664,2437401,738,unknown,5331339,YP_001333249,3707817,hypothetical protein,245,9.19765,28034.3,0.82,,,,,,,,PF02517,Rce1-like,Type II CAAX prenyl endopeptidase Rce1-like,CL0472,Peptidase_U,63.4,,Cytoplasmic Membrane,Cytoplasmic Membrane,Multi-transmembrane,no predicted signal peptide,7,151222427,A0A0H3KA33,YP_001333249,,no polycistronic organisation predicted,20923422
NWMN_2216,NWMN_RS12780,SAUPAN005793000,-,CDS,NWMN_2216,,hypothetical protein,chromosome,+,2437450,2437779,330,unknown,5331340,YP_001333250,3707818,hypothetical protein,109,9.20097,13193,-0.380734,,,,,,,,,,,,,,,no significant prediction,Extracellular,Intracellular,no predicted signal peptide,0,151222428,A0A0H3KIE8,YP_001333250,,no polycistronic organisation predicted,
